"Name","Team","Age","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","playerid"
"Quincy Latimore","Mexican (AAA)","29","112","432","493","136","90","29","1","16","78","87","54","3","88","2","5","0","8","14","4",".315","sa389676"
"Elehuris Montero","- - -","19","127","480","531","151","95","37","3","16","81","82","38","2","103","8","5","0","14","3","0",".315","sa872477"
"J.C. Escarra","- - -","23","63","213","243","67","48","10","2","7","31","38","20","3","28","9","1","0","3","1","0",".315","sa738605"
"Madison Santos","Yankees (R)","18","43","159","186","50","28","10","9","3","28","28","25","0","32","1","1","0","2","11","7",".314","sa3006206"
"Wilbis Santiago","- - -","22","42","159","172","50","42","3","4","1","27","26","7","0","12","1","5","0","3","2","3",".314","sa862819"
"Carlos Asuaje","Padres (AAA)","26","47","175","199","55","38","10","5","2","33","19","16","1","26","5","1","2","2","0","1",".314","15197"
"Ramon Rios","Mexican (AAA)","30","93","350","379","110","76","26","2","6","50","50","21","1","19","4","3","1","19","2","3",".314","sa509434"
"Wander Franco","Giants (A-)","21","56","210","225","66","35","24","2","5","36","36","13","0","41","0","2","0","4","0","1",".314","sa828125"
"Wood Myers","- - -","23","49","191","202","60","45","14","0","1","23","15","10","0","33","1","0","0","5","6","2",".314","sa3002840"
"Niko Vasquez","Mexican (AAA)","29","100","347","422","109","72","19","1","17","71","69","58","1","68","10","4","3","8","1","3",".314","sa454460"
"Dylan Harris","Reds (R)","23","61","223","247","70","47","20","2","1","38","43","12","0","29","6","3","3","5","7","5",".314","sa3007918"
"Harvin Mendoza","White Sox (R)","19","39","137","155","43","32","9","2","0","18","23","12","1","12","4","2","0","3","3","2",".314","sa916997"
"Laz Rivera","- - -","23","124","462","515","145","98","30","4","13","80","61","13","0","92","23","3","13","11","17","10",".314","sa3004128"
"Logan Porter","- - -","22","35","102","127","32","19","11","1","1","14","16","19","1","22","5","0","1","0","0","0",".314","sa3007750"
"Jecksson Flores","Royals (AA)","24","122","459","508","144","103","31","3","7","74","52","30","1","72","7","2","10","7","27","7",".314","sa597007"
"C.J. Chatham","- - -","23","114","437","472","137","112","20","2","3","55","52","24","1","86","4","6","1","13","11","5",".314","sa873984"
"Justin Greene","- - -","32","80","335","377","105","80","13","5","7","66","32","33","1","59","7","0","2","13","31","14",".313","sa455434"
"Andrew Knizner","- - -","23","94","335","374","105","80","18","0","7","42","45","27","1","48","5","5","2","10","0","1",".313","sa857827"
"Eduardo Valencia","Tigers (R)","18","57","198","231","62","48","13","1","0","30","26","21","0","23","4","5","3","6","6","5",".313","sa3006622"
"Braian Fernandez","Nationals (R)","19","57","214","241","67","57","4","6","0","36","34","18","0","37","5","3","1","2","8","9",".313","sa3005751"
"Rodolfo Amador","Mexican (AAA)","25","69","214","241","67","52","8","0","7","34","32","20","4","17","3","0","3","9","1","0",".313","sa652484"
"Victor Caratini","Cubs (AAA)","24","32","115","137","36","25","7","0","4","13","22","18","0","25","2","2","0","2","0","0",".313","14968"
"Cesar Puello","- - -","27","86","294","358","92","72","11","3","6","48","37","40","0","67","17","6","1","9","6","4",".313","7216"
"Eric Campbell","Marlins (AAA)","31","95","326","402","102","73","21","2","6","54","68","58","1","61","9","9","0","8","8","4",".313","6938"
"Jose Tena","Indians (R)","17","51","195","218","61","48","8","4","1","28","23","15","0","29","4","4","0","2","10","7",".313","sa3005482"
"Leandro Castro","- - -","29","155","617","686","193","122","35","5","31","111","115","43","0","119","10","10","6","12","14","8",".313","sa455746"
"Matt Cogen","- - -","22","56","211","243","66","40","11","6","9","52","53","29","0","39","3","0","0","3","3","0",".313","sa3007083"
"Jeremy Arocho","Dodgers (R)","19","59","208","243","65","53","10","2","0","44","21","29","0","31","3","2","1","6","12","7",".313","sa3004046"
"Ty Greene","White Sox (R)","21","39","128","149","40","33","7","0","0","19","11","17","0","14","3","1","0","2","3","3",".313","sa3006920"
"Scott Hurst","- - -","22","68","253","293","79","54","20","1","4","43","36","32","0","53","3","5","0","4","10","4",".312","sa915819"
"Austin Listi","- - -","24","123","426","507","133","89","25","1","18","63","84","62","3","94","14","5","0","11","0","0",".312","sa3004170"
"Daniel Carbonell","- - -","27","86","298","332","93","66","16","1","10","43","44","29","1","69","2","2","1","6","11","6",".312","sa829978"
"Kyle McPherson","- - -","22","66","282","314","88","55","23","3","7","49","32","24","0","44","3","2","3","7","2","5",".312","sa3004696"
"Vinny Esposito","- - -","22","45","141","172","44","26","14","0","4","34","26","25","0","42","4","2","0","2","10","2",".312","sa3007088"
"Bo Way","- - -","26","68","234","265","73","59","13","1","0","31","26","22","1","37","5","0","4","8","7","6",".312","sa829126"
"Jimmy Mojica","Tigers (R)","18","60","218","248","68","52","7","6","3","52","32","19","0","38","7","3","1","2","10","5",".312","sa3003260"
"John Nogowski","- - -","25","91","327","381","102","80","10","0","12","46","64","44","0","25","4","6","0","13","1","2",".312","sa829744"
"Wenceel Perez","- - -","18","57","231","251","72","54","12","3","3","36","31","19","1","34","0","1","0","0","13","5",".312","sa3003326"
"Justin Toerner","- - -","21","67","231","273","72","59","10","2","1","38","17","34","2","45","5","1","2","6","11","3",".312","sa3006735"
"David Fry","- - -","22","63","231","270","72","43","15","2","12","44","57","29","1","45","7","3","0","4","2","1",".312","sa3006787"
"Arturo Rodriguez","Mexican (AAA)","26","76","231","253","72","50","16","0","6","25","38","16","0","29","2","3","1","11","0","0",".312","sa688986"
"Alvaro Montero","Marlins (R)","18","64","215","266","67","59","6","2","0","51","24","38","0","42","9","3","1","2","30","18",".312","sa3004725"
"Tyler James","Royals (R)","21","47","199","236","62","50","8","2","2","55","20","29","0","54","4","0","4","1","38","8",".312","sa3004293"
"Corban Joseph","Orioles (AA)","29","122","459","523","143","94","30","2","17","73","68","52","1","43","3","6","3","10","8","2",".312","5503"
"Luke Morgan","Rockies (A-)","22","67","260","290","81","53","17","7","4","46","39","24","0","60","3","2","1","6","16","3",".312","sa3006683"
"Yariel Gonzalez","Cardinals (A)","24","107","395","434","123","88","23","1","11","51","64","31","3","58","1","7","0","14","3","1",".311","sa920278"
"Ramon Mendoza","Cardinals (R)","17","41","151","179","47","30","9","5","3","29","33","22","0","29","6","0","0","2","0","1",".311","sa3007513"
"Rafael Mejia","- - -","20","45","151","161","47","28","9","2","8","28","31","7","0","39","2","0","1","2","5","3",".311","sa872517"
"Henry Alejandro Rodriguez","Mexican (AAA)","28","113","421","486","131","102","20","0","9","58","58","60","7","55","1","3","1","15","7","5",".311","7983"
"Jacob Amaya","- - -","19","59","225","274","70","53","10","3","4","54","29","47","0","47","1","0","1","6","14","7",".311","sa3005081"
"Stoney O'Brien","- - -","24","40","135","158","42","30","8","1","3","28","27","16","0","36","4","3","0","4","3","2",".311","sa3006717"
"Ildemaro Vargas","Diamondbacks (AAA)","26","124","537","572","167","119","31","10","7","78","54","30","0","46","2","3","0","14","10","4",".311","13324"
"Alex McKenna","- - -","20","44","164","188","51","34","8","2","7","19","28","14","0","40","9","1","0","2","6","5",".311","sa3008003"
"Joey Meneses","Phillies (AAA)","26","130","492","536","153","102","27","1","23","75","82","40","5","110","0","4","0","32","0","0",".311","sa604598"
"Tyler O'Neill","Cardinals (AAA)","23","64","238","273","74","37","9","2","26","61","63","29","1","68","2","4","0","3","3","1",".311","15711"
"Kevin Kramer","Pirates (AAA)","24","129","476","527","148","95","35","3","15","73","59","38","1","127","5","5","3","4","13","5",".311","17689"
"Dominic Abbadessa","Blue Jays (R)","20","59","238","264","74","55","14","3","2","42","29","14","0","47","8","2","2","5","18","5",".311","sa918557"
"Garrett Hampson","- - -","23","110","444","504","138","97","25","6","10","81","40","51","0","75","1","2","6","5","36","5",".311","19262"
"Yoyner Fajardo","Pirates (R)","19","62","222","256","69","47","13","8","1","44","34","29","0","28","5","0","0","4","17","3",".311","sa3005938"
"D'Shawn Knowles","- - -","17","58","222","253","69","48","13","3","5","46","29","28","1","65","2","1","0","2","9","7",".311","sa3006889"
"Bernnie Alaniz","Rockies (R)","18","32","103","124","32","22","6","0","4","12","20","11","0","15","8","2","0","1","3","3",".311","sa3003400"
"Viosergy Rosa","- - -","28","86","322","373","100","64","20","0","16","51","56","47","0","75","0","4","0","9","0","1",".311","sa549558"
"Kelby Tomlinson","- - -","28","50","190","213","59","56","3","0","0","16","12","18","0","47","0","1","4","5","7","4",".311","13005"
"Luis Arraez","- - -","21","108","406","453","126","100","20","3","3","52","36","32","1","44","3","5","7","8","4","3",".310","sa828153"
"Kleiber Rodriguez","Red Sox (R)","19","67","232","270","72","55","15","1","1","33","32","33","0","28","0","5","0","5","4","0",".310","sa917072"
"Nick Senzel","Reds (AAA)","23","44","171","193","53","33","12","2","6","23","25","19","1","39","1","2","0","2","8","2",".310","sa873264"
"Drew Mount","Reds (R)","22","65","242","265","75","48","19","0","8","42","58","18","0","40","3","2","0","2","7","2",".310","sa3006728"
"Tony Campana","Mexican (AAA)","32","112","439","495","136","116","14","5","1","76","30","34","1","60","3","3","14","2","42","7",".310","4964"
"Efren Navarro","Cubs (AAA)","32","48","184","210","57","42","10","1","4","17","29","23","4","38","1","2","0","6","0","1",".310","9854"
"Garrett Stubbs","Astros (AAA)","25","84","297","340","92","63","19","6","4","60","38","35","2","53","2","4","2","6","6","0",".310","sa827172"
"Bryson Brigman","- - -","23","127","494","548","153","124","19","7","3","57","49","42","1","77","7","3","2","11","21","6",".310","sa829857"
"J.D. Osborne","- - -","22","46","155","176","48","32","9","3","4","18","24","14","0","22","3","3","0","5","1","1",".310","sa3005053"
"Pedro Martinez","Cubs (R)","17","54","197","228","61","51","3","5","2","37","25","26","1","26","3","0","2","1","31","9",".310","sa3005795"
"Jose Reyes","- - -","19","58","210","241","65","49","2","9","5","48","32","27","1","20","2","2","0","2","22","10",".310","sa924090"
"Javier Salazar","Mexican (AAA)","21","97","362","405","112","79","24","4","5","58","41","33","0","58","3","1","6","7","7","4",".309","sa3001898"
"Eddy Diaz","Rockies (R)","18","51","181","223","56","38","13","5","0","57","24","31","0","17","4","2","5","1","54","8",".309","sa3004979"
"Bryce Bush","- - -","18","38","139","160","43","30","9","1","3","24","18","18","0","25","2","0","1","2","4","2",".309","sa3008278"
"Jesus Atencio","Royals (R)","21","35","139","156","43","35","7","0","1","25","22","12","0","22","4","1","0","5","0","0",".309","sa740126"
"Ernie De La Trinidad","- - -","22","118","401","484","124","98","15","2","9","65","68","54","0","65","10","12","1","6","7","11",".309","sa3003955"
"Cesar Idrogo","Indians (R)","17","45","165","183","51","38","8","2","3","18","28","13","0","16","2","3","0","1","7","0",".309","sa3005479"
"Randy Florentino","Rangers (R)","17","60","191","249","59","30","18","5","6","48","35","53","3","51","1","4","0","4","8","8",".309","sa3005529"
"Jim Adduci","Tigers (AAA)","33","70","272","296","84","54","22","1","7","39","44","22","1","60","0","2","0","5","8","1",".309","6448"
"Kevin Cron","Diamondbacks (AAA)","25","104","392","438","121","70","28","1","22","57","97","36","0","100","4","6","0","6","1","0",".309","sa597807"
"Tomas Telis","Marlins (AAA)","27","76","282","306","87","73","7","3","4","36","47","20","7","30","2","1","1","10","3","2",".309","10067"
"Sebastian Elizalde","- - -","26","96","334","395","103","69","18","2","14","69","57","49","4","48","6","4","2","4","12","9",".308","sa544568"
"Rangel Ravelo","Cardinals (AAA)","26","100","347","399","107","73","19","2","13","57","67","42","0","49","7","2","0","9","0","1",".308","sa548335"
"Freudis Nova","Astros (R)","18","41","146","157","45","35","3","1","6","21","28","6","0","21","1","4","0","1","9","5",".308","sa3003195"
"Antonio Cabello","- - -","17","46","159","192","49","30","9","5","5","26","21","27","0","40","6","0","0","0","10","6",".308","sa3005600"
"Devyn Bolasky","- - -","25","68","237","261","73","63","7","3","0","28","19","19","0","23","4","1","0","11","1","1",".308","sa829558"
"Juan Carlos Gamboa","Mexican (AAA)","27","90","276","341","85","59","18","1","7","51","65","53","1","38","4","6","2","6","6","3",".308","sa542553"
"Joey Terdoslavich","Mets (AA)","29","74","286","318","88","66","9","1","12","36","41","28","1","52","1","3","0","2","2","0",".308","10593"
"Otto Lopez","- - -","19","58","208","240","64","43","12","6","3","39","28","26","0","26","3","2","1","2","14","6",".308","sa3004268"
"Ruben Cardenas","- - -","20","42","143","170","44","26","15","3","0","25","30","23","0","20","3","0","1","3","3","1",".308","sa3007505"
"Nicky Lopez","- - -","23","130","504","581","155","125","14","7","9","75","53","60","0","52","3","3","11","8","15","6",".308","sa918022"
"Samar Leyva","Mexican (AAA)","23","102","348","389","107","82","18","2","5","56","41","15","0","44","11","3","12","13","12","5",".307","sa824634"
"Yonathan Perlaza","- - -","19","52","192","209","59","47","9","2","1","34","26","15","1","42","0","2","0","3","9","3",".307","sa917302"
"Luis Gonzalez","- - -","22","117","482","543","148","89","40","5","14","85","71","48","0","103","3","8","1","6","10","7",".307","sa3002721"
"Tzu-Wei Lin","Red Sox (AAA)","24","68","277","302","85","58","20","2","5","33","25","23","1","64","1","0","1","0","3","4",".307","14678"
"Daniel Castro","Rockies (AAA)","25","69","251","270","77","57","16","1","3","35","30","13","1","24","2","3","1","5","2","0",".307","15450"
"Eddie Hernandez","Diamondbacks (R)","19","59","251","256","77","58","14","2","3","31","27","5","0","60","0","0","0","3","5","4",".307","sa917310"
"Je'Von Ward","Brewers (R)","18","64","238","271","73","56","13","2","2","40","21","32","1","57","1","0","0","5","13","5",".307","sa3004969"
"David Garza","- - -","23","41","137","164","42","24","12","3","3","35","29","16","0","18","9","2","0","1","4","0",".307","sa3007093"
"Asael Sanchez","Mexican (AAA)","24","94","336","396","103","74","22","2","5","52","42","43","2","63","7","2","8","8","6","3",".307","sa868927"
"Daniel Cornejo","Mexican (AAA)","27","70","199","216","61","46","13","2","0","33","18","12","0","38","2","1","2","6","1","2",".307","sa977260"
"Scott Heineman","- - -","25","114","447","500","137","101","22","2","12","74","67","39","1","98","9","4","1","13","18","9",".306","sa827137"
"Frainyer Chavez","Rangers (R)","19","45","173","196","53","42","7","2","2","30","31","19","0","37","2","2","0","3","23","6",".306","sa3007019"
"Raynel Delgado","Indians (R)","18","46","173","204","53","42","10","0","1","34","21","30","0","44","0","0","1","3","10","2",".306","sa3007288"
"Anderson Comas","White Sox (R)","18","41","160","172","49","40","6","2","1","17","22","7","0","26","2","2","1","4","5","1",".306","sa3003268"
"Andrew Toles","Dodgers (AAA)","26","71","258","275","79","54","17","1","7","43","39","13","1","56","3","1","0","4","3","2",".306","13414"
